last_seen;id;name;bikes_in_use;bikes_available;longitude;latitude;geopoint;type
2023-05-02T12:29:06+00:00;133;Station Gent-St. P. (M. Hendrikaplein);55;4;3.709667000000;51.034889000000;51.034889, 3.709667;1
