last_seen;id;name;bikes_in_use;bikes_available;longitude;latitude;geopoint;type
2023-05-02T17:49:27+02:00;72;Station Gent-Dampoort;40;22;3.740194000000;51.056083000000;51.056083, 3.740194;1
