last_seen;id;name;bikes_in_use;bikes_available;longitude;latitude;geopoint;type
2023-05-02T17:49:44+02:00;73;Station Gent-St. P. (St.-Denijslaan);52;16;3.709667000000;51.034889000000;51.034889, 3.709667;1
